t    x     y    deg 
0.000   0.00   0.00   0.00 
0.001   0.00   0.00   0.00 
0.011   0.00   0.00   0.00 
0.021   0.00   0.00   0.00 
0.031   0.00   0.00   0.00 
0.041   0.00   0.00   0.00 
0.051   0.00   0.00   0.00 
0.061   0.00   0.00   0.00 
0.071   0.00   0.00   0.00 
0.081   0.00   0.00   0.00 
0.091   0.00   0.00   0.00 
0.101   0.00   0.00   0.00 
0.111   0.00   0.00   0.00 
0.121   0.00   0.00   0.00 
0.131   0.00   0.00   0.00 
0.141   0.00   0.00   0.00 
0.151   0.00   0.00   0.00 
0.161   0.00   0.00   0.00 
0.171   0.00   0.00   0.00 
0.181   0.00   0.00   0.00 
0.191   0.00   0.00   0.00 
0.201   0.00   0.00   0.00 
0.211   0.00   0.00   0.00 
0.221   0.00   0.00   0.00 
0.231   0.00   0.00   0.00 
0.241   0.00   0.00   0.00 
0.251   0.00   0.00   0.00 
0.261   0.00   0.00   0.00 
0.271   0.00   0.00   0.00 
0.281   0.00   0.00   0.00 
0.291   0.00   0.00   0.00 
0.301   0.00   0.00   0.00 
0.311   0.00   0.00   0.00 
0.321   0.00   0.00   0.00 
0.331   0.00   0.00   0.00 
0.341   0.00   0.00   0.00 
0.351   0.00   0.00   0.00 
0.361   0.00   0.00   0.00 
0.371   0.00   0.00   0.00 
0.381   0.00   0.00   0.00 
0.391   0.00   0.00   0.00 
0.401   0.00   0.00   0.00 
0.411   0.00   0.00   0.00 
0.421   0.00   0.00   0.00 
0.431   0.00   0.00   0.00 
0.441   0.00   0.00   0.00 
0.451   0.00   0.00   0.00 
0.461   0.00   0.00   0.00 
0.471   0.00   0.00   0.00 
0.481   0.00   0.00   0.00 
0.491   0.00   0.00   0.00 
0.501   0.00   0.00   0.00 
0.511   0.00   0.00   0.00 
0.521   0.00   0.00   0.00 
0.531   0.00   0.00   0.00 
0.541   0.00   0.00   0.00 
0.551   0.00   0.00   0.00 
0.561   0.00   0.00   0.00 
0.571   0.00   0.00   0.00 
0.581   0.00   0.00   0.00 
0.591   0.00   0.00   0.00 
0.601   0.00   0.00   0.00 
0.611   0.00   0.00   0.00 
0.621   0.00   0.00   0.00 
0.631   0.00   0.00   0.00 
0.641   0.00   0.00   0.00 
0.651   0.00   0.00   0.00 
0.661   0.00   0.00   0.00 
0.671   0.00   0.00   0.00 
0.681   0.00   0.00   0.00 
0.691   0.00   0.00   0.00 
0.701   0.00   0.00   0.00 
0.711   0.00   0.00   0.00 
0.721   0.00   0.00   0.00 
0.731   0.00   0.00   0.00 
0.741   0.00   0.00   0.00 
0.751   0.00   0.00   0.00 
0.761   0.00   0.00   0.00 
0.771   0.00   0.00   0.00 
0.781   0.00   0.00   0.00 
0.791   0.00   0.00   0.00 
0.801   0.00   0.00   0.00 
0.811   0.00   0.00   0.00 
0.821   0.00   0.00   0.00 
0.831   0.00   0.00   0.00 
0.841   0.00   0.00   0.00 
0.851   0.00   0.00   0.00 
0.861   0.00   0.00   0.00 
0.871   0.00   0.00   0.00 
0.881   0.00   0.00   0.00 
0.891   0.00   0.00   0.00 
0.901   0.00   0.00   0.00 
0.911   0.00   0.00   0.00 
0.921   0.00   0.00   0.00 
0.931   0.00   0.00   0.00 
0.941   0.00   0.00   0.00 
0.951   0.00   0.00   0.00 
0.961   0.00   0.00   0.00 
0.971   0.00   0.00   0.00 
0.981   0.00   0.00   0.00 
0.991   0.00   0.00   0.00 
1.001   0.00   0.00   0.00 
1.011   0.00   0.00   0.00 
1.021   0.00   0.00   0.00 
1.031   0.00   0.00   0.00 
1.041   0.00   0.00   0.00 
1.051   0.00   0.00   0.00 
1.061   0.00   0.00   0.00 
1.071   0.00   0.00   0.00 
1.081   0.00   0.00   0.00 
1.091   0.00   0.00   0.00 
1.101   0.00   0.00   0.00 
1.111   0.00   0.00   0.00 
1.121   0.00   0.00   0.00 
1.131   0.00   0.00   0.00 
1.141   0.00   0.00   0.00 
1.151   0.00   0.00   0.00 
1.161   0.00   0.00   0.00 
1.171   0.00   0.00   0.00 
1.181   0.00   0.00   0.00 
1.191   0.00   0.00   0.00 
1.201   0.00   0.00   0.00 
1.211   0.00   0.00   0.00 
1.221   0.00   0.00   0.00 
1.231   0.00   0.00   0.00 
1.241   0.00   0.00   0.00 
1.251   0.00   0.00   0.00 
1.261   0.00   0.00   0.00 
1.271   0.00   0.00   0.00 
1.281   0.00   0.00   0.00 
1.291   0.00   0.00   0.00 
1.301   0.00   0.00   0.00 
1.311   0.00   0.00   0.00 
1.321   0.00   0.00   0.00 
1.331   0.00   0.00   0.00 
1.341   0.00   0.00   0.00 
1.351   0.00   0.00   0.00 
1.361   0.00   0.00   0.00 
1.371   0.00   0.00   0.00 
1.381   0.00   0.00   0.00 
1.391   0.00   0.00   0.00 
1.401   0.00   0.00   0.00 
1.411   0.00   0.00   0.00 
1.421   0.00   0.00   0.00 
1.431   0.00   0.00   0.00 
1.441   0.00   0.00   0.00 
1.451   0.00   0.00   0.00 
1.461   0.00   0.00   0.00 
1.471   0.00   0.00   0.00 
1.481   0.00   0.00   0.00 
1.491   0.00   0.00   0.00 
1.501   0.00   0.00   0.00 
1.511   0.00   0.00   0.00 
1.521   0.00   0.00   0.00 
1.531   0.00   0.00   0.00 
1.541   0.00   0.00   0.00 
1.551   0.00   0.00   0.00 
1.561   0.00   0.00   0.00 
1.571   0.00   0.00   0.00 
1.581   0.00   0.00   0.00 
1.591   0.00   0.00   0.00 
1.601   0.00   0.00   0.00 
1.611   0.00   0.00   0.00 
1.621   0.00   0.00   0.00 
1.631   0.00   0.00   0.00 
1.641   0.00   0.00   0.00 
1.651   0.00   0.00   0.00 
1.661   0.00   0.00   0.00 
1.671   0.00   0.00   0.00 
1.681   0.00   0.00   0.00 
1.691   0.00   0.00   0.00 
1.701   0.00   0.00   0.00 
1.711   0.00   0.00   0.00 
1.721   0.00   0.00   0.00 
1.731   0.00   0.00   0.00 
1.741   0.00   0.00   0.00 
1.751   0.00   0.00   0.00 
1.761   0.00   0.00   0.00 
1.771   0.00   0.00   0.00 
1.781   0.00   0.00   0.00 
1.791   0.00   0.00   0.00 
1.801   0.00   0.00   0.00 
1.811   0.00   0.00   0.00 
1.821   0.00   0.00   0.00 
1.831   0.00   0.00   0.00 
1.841   0.00   0.00   0.00 
1.851   0.00   0.00   0.00 
1.861   0.00   0.00   0.00 
1.871   0.00   0.00   0.00 
1.881   0.00   0.00   0.00 
1.891   0.00   0.00   0.00 
1.901   0.00   0.00   0.00 
1.911   0.00   0.00   0.00 
1.921   0.00   0.00   0.00 
1.931   0.00   0.00   0.00 
1.941   0.00   0.00   0.00 
1.951   0.00   0.00   0.00 
1.961   0.00   0.00   0.00 
1.971   0.00   0.00   0.00 
1.981   0.00   0.00   0.00 
1.991   0.00   0.00   0.00 
2.001   0.00   0.00   0.00 
2.011   0.00   0.00   0.00 
2.021   0.00   0.00   0.00 
2.031   0.00   0.00   0.00 
2.041   0.00   0.00   0.00 
2.051   0.00   0.00   0.00 
2.061   0.00   0.00   0.00 
2.071   0.00   0.00   0.00 
2.081   0.00   0.00   0.00 
2.091   0.00   0.00   0.00 
2.101   0.00   0.00   0.00 
2.111   0.00   0.00   0.00 
2.121   0.00   0.00   0.00 
2.131   0.00   0.00   0.00 
2.141   0.00   0.00   0.00 
2.151   0.00   0.00   0.00 
2.161   0.00   0.00   0.00 
2.171   0.00   0.00   0.00 
2.181   0.00   0.00   0.00 
2.191   0.00   0.00   0.00 
2.201   0.00   0.00   0.00 
2.211   0.00   0.00   0.00 
2.221   0.00   0.00   0.00 
2.231   0.00   0.00   0.00 
2.241   0.00   0.00   0.00 
2.251   0.00   0.00   0.00 
2.261   0.00   0.00   0.00 
2.271   0.00   0.00   0.00 
2.281   0.00   0.00   0.00 
2.291   0.00   0.00   0.00 
2.301   0.00   0.00   0.00 
2.311   0.00   0.00   0.00 
2.321   0.00   0.00   0.00 
2.331   0.00   0.00   0.00 
2.341   0.00   0.00   0.00 
2.351   0.00   0.00   0.00 
2.361   0.00   0.00   0.00 
2.371   0.00   0.00   0.00 
2.381   0.00   0.00   0.00 
2.391   0.00   0.00   0.00 
2.401   0.00   0.00   0.00 
2.411   0.00   0.00   0.00 
2.421   0.00   0.00   0.00 
2.431   0.00   0.00   0.00 
2.441   0.00   0.00   0.00 
2.451   0.00   0.00   0.00 
2.461   0.00   0.00   0.00 
2.471   0.00   0.00   0.00 
2.481   0.00   0.00   0.00 
2.491   0.00   0.00   0.00 
2.501   0.00   0.00   0.00 
2.511   0.00   0.00   0.00 
2.521   0.00   0.00   0.00 
2.531   0.00   0.00   0.00 
2.541   0.00   0.00   0.00 
2.551   0.00   0.00   0.00 
2.561   0.00   0.00   0.00 
2.571   0.00   0.00   0.00 
2.581   0.00   0.00   0.00 
2.591   0.00   0.00   0.00 
2.601   0.00   0.00   0.00 
2.611   0.00   0.00   0.00 
2.621   0.00   0.00   0.00 
2.631   0.00   0.00   0.00 
2.641   0.00   0.00   0.00 
2.651   0.00   0.00   0.00 
2.661   0.00   0.00   0.00 
2.671   0.00   0.00   0.00 
2.681   0.00   0.00   0.00 
2.691   0.00   0.00   0.00 
2.701   0.00   0.00   0.00 
2.711   0.00   0.00   0.00 
2.721   0.00   0.00   0.00 
2.731   0.00   0.00   0.00 
2.741   0.00   0.00   0.00 
2.751   0.00   0.00   0.00 
2.761   0.00   0.00   0.00 
2.771   0.00   0.00   0.00 
2.781   0.00   0.00   0.00 
2.791   0.00   0.00   0.00 
2.801   0.00   0.00   0.00 
2.811   0.00   0.00   0.00 
2.821   0.00   0.00   0.00 
2.831   0.00   0.00   0.00 
2.841   0.00   0.00   0.00 
2.851   0.00   0.00   0.00 
2.861   0.00   0.00   0.00 
2.871   0.00   0.00   0.00 
2.881   0.00   0.00   0.00 
2.891   0.00   0.00   0.00 
2.901   0.00   0.00   0.00 
2.911   0.00   0.00   0.00 
2.921   0.00   0.00   0.00 
2.931   0.00   0.00   0.00 
2.941   0.00   0.00   0.00 
2.951   0.00   0.00   0.00 
2.961   0.00   0.00   0.00 
2.971   0.00   0.00   0.00 
2.981   0.00   0.00   0.00 
2.991   0.00   0.00   0.00 
3.001   0.00   0.00   0.00 
3.036   0.00   0.00   0.00 
3.046   0.00   0.00   0.00 
3.056   0.00   0.00   0.00 
3.066   0.00   0.00   0.00 
3.076   0.00   0.00   0.00 
3.086   0.00   0.00   0.00 
3.096   0.00   0.00   0.00 
3.106   0.00   0.00   0.00 
3.116   0.00   0.00   0.00 
3.126   0.00   0.00   0.00 
3.136   0.00   0.00   0.00 
3.146   0.00   0.00   0.00 
3.156   0.00   0.00   0.00 
3.166   0.00   0.00   0.00 
3.176   0.00   0.00   0.00 
3.186   0.00   0.00   0.00 
3.196   0.00   0.00   0.00 
3.206   0.00   0.00   0.00 
3.216   0.00   0.00   0.00 
3.226   0.00   0.00   0.00 
3.236   0.00   0.00   0.00 
3.246   0.00   0.00   0.00 
3.256   0.00   0.00   0.00 
3.266   0.00   0.00   0.00 
3.276   0.00   0.00   0.00 
3.286   0.00   0.00   0.00 
3.296   0.00   0.00   0.00 
3.306   0.00   0.00   0.00 
3.316   0.00   0.00   0.00 
3.326   0.00   0.00   0.00 
3.336   0.00   0.00   0.00 
3.346   0.00   0.00   0.00 
3.356   0.00   0.00   0.00 
3.366   0.00   0.00   0.00 
3.376   0.00   0.00   0.00 
3.386   0.00   0.00   0.00 
3.396   0.00   0.00   0.00 
3.406   0.00   0.00   0.00 
3.416   0.00   0.00   0.00 
3.426   0.00   0.00   0.00 
3.436   0.00   0.00   0.00 
3.446   0.00   0.00   0.00 
3.456   0.00   0.00   0.00 
3.466   0.00   0.00   0.00 
3.476   0.00   0.00   0.00 
3.486   0.00   0.00   0.00 
3.496   0.00   0.00   0.00 
3.506   0.00   0.00   0.00 
3.516   0.00   0.00   0.00 
3.526   0.00   0.00   0.00 
3.536   0.00   0.00   0.00 
3.546   0.00   0.00   0.00 
3.556   0.00   0.00   0.00 
3.566   0.00   0.00   0.00 
3.576   0.00   0.00   0.00 
3.586   0.00   0.00   0.00 
3.596   0.00   0.00   0.00 
3.606   0.00   0.00   0.00 
3.616   0.00   0.00   0.00 
3.626   0.00   0.00   0.00 
3.636   0.00   0.00   0.00 
3.646   0.00   0.00   0.00 
3.656   0.00   0.00   0.00 
3.666   0.00   0.00   0.00 
3.676   0.00   0.00   0.00 
3.686   0.00   0.00   0.00 
3.696   0.00   0.00   0.00 
3.706   0.00   0.00   0.00 
3.716   0.00   0.00   0.00 
3.726   0.00   0.00   0.00 
3.736   0.00   0.00   0.00 
3.746   0.00   0.00   0.00 
3.756   0.00   0.00   0.00 
3.766   0.00   0.00   0.00 
3.776   0.00   0.00   0.00 
3.786   0.00   0.00   0.00 
3.796   0.00   0.00   0.00 
3.806   0.00   0.00   0.00 
3.816   0.00   0.00   0.00 
3.826   0.00   0.00   0.00 
3.836   0.00   0.00   0.00 
3.846   0.00   0.00   0.00 
3.856   0.00   0.00   0.00 
3.866   0.00   0.00   0.00 
3.876   0.00   0.00   0.00 
3.886   0.00   0.00   0.00 
3.896   0.00   0.00   0.00 
3.906   0.00   0.00   0.00 
3.916   0.00   0.00   0.00 
3.926   0.00   0.00   0.00 
3.936   0.00   0.00   0.00 
3.946   0.00   0.00   0.00 
3.956   0.00   0.00   0.00 
3.966   0.00   0.00   0.00 
3.976   0.00   0.00   0.00 
3.986   0.00   0.00   0.00 
3.996   0.00   0.00   0.00 
4.006   0.00   0.00   0.00 
4.016   0.00   0.00   0.00 
4.026   0.00   0.00   0.00 
4.036   0.00   0.00   0.00 
4.046   0.00   0.00   0.00 
4.056   0.00   0.00   0.00 
4.066   0.00   0.00   0.00 
4.076   0.00   0.00   0.00 
4.086   0.00   0.00   0.00 
4.096   0.00   0.00   0.00 
4.106   0.00   0.00   0.00 
4.116   0.00   0.00   0.00 
4.126   0.00   0.00   0.00 
4.136   0.00   0.00   0.00 
4.146   0.00   0.00   0.00 
4.156   0.00   0.00   0.00 
4.166   0.00   0.00   0.00 
4.176   0.00   0.00   0.00 
4.186   0.00   0.00   0.00 
4.196   0.00   0.00   0.00 
4.206   0.00   0.00   0.00 
4.216   0.00   0.00   0.00 
4.226   0.00   0.00   0.00 
4.236   0.00   0.00   0.00 
4.246   0.00   0.00   0.00 
4.256   0.00   0.00   0.00 
4.266   0.00   0.00   0.00 
4.276   0.00   0.00   0.00 
4.286   0.00   0.00   0.00 
4.296   0.00   0.00   0.00 
4.306   0.00   0.00   0.00 
4.316   0.00   0.00   0.00 
4.326   0.00   0.00   0.00 
4.336   0.00   0.00   0.00 
4.346   0.00   0.00   0.00 
4.356   0.00   0.00   0.00 
4.366   0.00   0.00   0.00 
4.376   0.00   0.00   0.00 
4.386   0.00   0.00   0.00 
4.396   0.00   0.00   0.00 
4.406   0.00   0.00   0.00 
4.416   0.00   0.00   0.00 
4.426   0.00   0.00   0.00 
4.436   0.00   0.00   0.00 
4.446   0.00   0.00   0.00 
4.456   0.00   0.00   0.00 
4.466   0.00   0.00   0.00 
4.476   0.00   0.00   0.00 
4.486   0.00   0.00   0.00 
4.496   0.00   0.00   0.00 
4.506   0.00   0.00   0.00 
4.516   0.00   0.00   0.00 
4.526   0.00   0.00   0.00 
4.536   0.00   0.00   0.00 
4.546   0.00   0.00   0.00 
4.556   0.00   0.00   0.00 
4.566   0.00   0.00   0.00 
4.576   0.00   0.00   0.00 
4.586   0.00   0.00   0.00 
4.596   0.00   0.00   0.00 
4.606   0.00   0.00   0.00 
4.616   0.00   0.00   0.00 
4.626   0.00   0.00   0.00 
4.636   0.00   0.00   0.00 
4.646   0.00   0.00   0.00 
4.656   0.00   0.00   0.00 
4.666   0.00   0.00   0.00 
4.676   0.00   0.00   0.00 
4.686   0.00   0.00   0.00 
4.696   0.00   0.00   0.00 
4.706   0.00   0.00   0.00 
4.716   0.00   0.00   0.00 
4.726   0.00   0.00   0.00 
4.736   0.00   0.00   0.00 
4.746   0.00   0.00   0.00 
4.756   0.00   0.00   0.00 
4.766   0.00   0.00   0.00 
4.776   0.00   0.00   0.00 
4.786   0.00   0.00   0.00 
4.796   0.00   0.00   0.00 
4.806   0.00   0.00   0.00 
4.816   0.00   0.00   0.00 
4.826   0.00   0.00   0.00 
4.836   0.00   0.00   0.00 
4.846   0.00   0.00   0.00 
4.856   0.00   0.00   0.00 
4.866   0.00   0.00   0.00 
4.876   0.00   0.00   0.00 
4.886   0.00   0.00   0.00 
4.896   0.00   0.00   0.00 
4.906   0.00   0.00   0.00 
4.916   0.00   0.00   0.00 
4.926   0.00   0.00   0.00 
4.936   0.00   0.00   0.00 
4.946   0.00   0.00   0.00 
4.956   0.00   0.00   0.00 
4.966   0.00   0.00   0.00 
4.976   0.00   0.00   0.00 
4.986   0.00   0.00   0.00 
4.996   0.00   0.00   0.00 
5.006   0.00   0.00   0.00 
5.016   0.00   0.00   0.00 
5.026   0.00   0.00   0.00 
5.036   0.00   0.00   0.00 
5.046   0.00   0.00   0.00 
5.056   0.00   0.00   0.00 
5.066   0.00   0.00   0.00 
5.076   0.00   0.00   0.00 
5.086   0.00   0.00   0.00 
5.096   0.00   0.00   0.00 
5.106   0.00   0.00   0.00 
5.116   0.00   0.00   0.00 
5.126   0.00   0.00   0.00 
5.136   0.00   0.00   0.00 
5.146   0.00   0.00   0.00 
5.156   0.00   0.00   0.00 
5.166   0.00   0.00   0.00 
5.176   0.00   0.00   0.00 
5.186   0.00   0.00   0.00 
5.196   0.00   0.00   0.00 
5.206   0.00   0.00   0.00 
5.216   0.00   0.00   0.00 
5.226   0.00   0.00   0.00 
5.236   0.00   0.00   0.00 
5.246   0.00   0.00   0.00 
5.256   0.00   0.00   0.00 
5.266   0.00   0.00   0.00 
5.276   0.00   0.00   0.00 
5.286   0.00   0.00   0.00 
5.296   0.00   0.00   0.00 
5.306   0.00   0.00   0.00 
5.316   0.00   0.00   0.00 
5.326   0.00   0.00   0.00 
5.336   0.00   0.00   0.00 
5.346   0.00   0.00   0.00 
5.356   0.00   0.00   0.00 
5.366   0.00   0.00   0.00 
5.376   0.00   0.00   0.00 
5.386   0.00   0.00   0.00 
5.396   0.00   0.00   0.00 
5.406   0.00   0.00   0.00 
5.416   0.00   0.00   0.00 
5.426   0.00   0.00   0.00 
5.436   0.00   0.00   0.00 
5.446   0.00   0.00   0.00 
5.456   0.00   0.00   0.00 
5.466   0.00   0.00   0.00 
5.476   0.00   0.00   0.00 
5.486   0.00   0.00   0.00 
5.496   0.00   0.00   0.00 
5.506   0.00   0.00   0.00 
5.516   0.00   0.00   0.00 
5.526   0.00   0.00   0.00 
5.536   0.00   0.00   0.00 
5.546   0.00   0.00   0.00 
5.556   0.00   0.00   0.00 
5.566   0.00   0.00   0.00 
5.576   0.00   0.00   0.00 
5.586   0.00   0.00   0.00 
5.596   0.00   0.00   0.00 
5.606   0.00   0.00   0.00 
5.616   0.00   0.00   0.00 
5.626   0.00   0.00   0.00 
5.636   0.00   0.00   0.00 
5.646   0.00   0.00   0.00 
5.656   0.00   0.00   0.00 
5.666   0.00   0.00   0.00 
5.676   0.00   0.00   0.00 
5.686   0.00   0.00   0.00 
5.696   0.00   0.00   0.00 
5.706   0.00   0.00   0.00 
5.716   0.00   0.00   0.00 
5.726   0.00   0.00   0.00 
